Compound,Date,Negative,Neutral,News Source,Positive,Tweet Text,Tweets Ago
-0.3182,Sun Dec 17 13:33:05 +0000 2017,0.827,0.173,@CBSNews,0.0,Plan released to divide donations among Las Vegas shooting victims https://t.co/SuDbpo5ecf https://t.co/plCyo4NTjc,195
0.0,Sun Dec 17 13:18:08 +0000 2017,1.0,0.0,@CBSNews,0.0,White House expects Western Wall to be part of Israel https://t.co/gceCCqQTZP https://t.co/ojEfIW9bip,196
-0.8591,Sun Dec 17 13:03:04 +0000 2017,0.537,0.463,@CBSNews,0.0,Iowa mom guilty in starving death of teen who weighed 85 pounds https://t.co/kp7ycSK57M https://t.co/dV4qf3oTUr,197
-0.6705,Sun Dec 17 12:48:04 +0000 2017,0.645,0.355,@CBSNews,0.0,"Texas attorney general's aide resigns after post disparaging ""pathetic"" women https://t.co/j3ane277VA https://t.co/KXksD7TCmu",198
0.0,Sun Dec 17 12:33:05 +0000 2017,1.0,0.0,@CBSNews,0.0,White House press secretary Sarah Sanders ends #PieGate https://t.co/rVOQS8kqGR https://t.co/OQoaJweqzd,199
-0.6597,Sun Dec 17 17:41:19 +0000 2017,0.694,0.306,@FoxNews,0.0,'Batman' Actor Christian Bale: Trump's America Is 'A Genuine Tragedy' https://t.co/uqPhXJXh1A,0
0.0,Sun Dec 17 17:28:40 +0000 2017,1.0,0.0,@FoxNews,0.0,"'Take Them Out In Cuffs': Pirro Doubles Down on FBI 'Consigliere' McCabe, Agent Strzok https://t.co/EN47t2eTAh",1
0.0,Sun Dec 17 17:26:01 +0000 2017,1.0,0.0,@FoxNews,0.0,".@AmbJohnBolton: ""I think the fact that Secretary Tillerson is still talking about the possibility of negotiation w… https://t.co/7VstYKL2VD",2
0.0,Sun Dec 17 17:22:14 +0000 2017,1.0,0.0,@FoxNews,0.0,"Trump, Putin Spoke Today via Phone https://t.co/TImDRmbx4p",3
0.3612,Sun Dec 17 17:15:00 +0000 2017,0.872,0.0,@FoxNews,0.128,"Jones supports DACA, says it’s time for GOP opponent Roy Moore to ‘move on’ (via @josephweber19 @FoxNewsSunday)… https://t.co/CML6eL5pMN",4
-0.5994,Sun Dec 17 17:07:07 +0000 2017,0.719,0.281,@FoxNews,0.0,North Koreans mark 6th anniversary of Kim Jong Il's death https://t.co/zrIsFOn1Fq,5
-0.4404,Sun Dec 17 17:01:20 +0000 2017,0.805,0.195,@FoxNews,0.0,An airline lounge denied this woman access because she was wearing Uggs https://t.co/Pc9ehPKL4u,6
0.0,Sun Dec 17 16:47:01 +0000 2017,1.0,0.0,@FoxNews,0.0,".@DrDarrinPorcher on @POTUS: ""We've been getting kicked around for years and years and it's about time that someone… https://t.co/kkTCLk3BcV",7
0.0,Sun Dec 17 16:40:04 +0000 2017,1.0,0.0,@FoxNews,0.0,".@gen_jackkeane: ""The Trump administration is returning America to its leadership role as the indispensable nation… https://t.co/e2zSqSStb2",8
0.0,Sun Dec 17 16:33:05 +0000 2017,1.0,0.0,@FoxNews,0.0,A sailor meets his child for the first time following the guided-missile cruiser USS Vella Gulf's (CG 72) return to… https://t.co/mqEIhMOZV4,9
0.5719,Sun Dec 17 16:30:57 +0000 2017,0.63,0.0,@FoxNews,0.37,"Boy, 9, locks himself in safe while playing hide-and-seek https://t.co/2nDSbwuxNe",10
0.0,Sun Dec 17 16:17:05 +0000 2017,1.0,0.0,@FoxNews,0.0,".@RepDeSantis: ""The question is, what was the FBI doing to inject itself into the campaign?"" https://t.co/SYgcBSDZK5",11
0.4939,Sun Dec 17 16:08:03 +0000 2017,0.849,0.0,@FoxNews,0.151,".@RepTimRyan: ""We have a decrease in taxes for the wealthiest and we're going to borrow about two trillion dollars.… https://t.co/msyM7a3vDZ",12
-0.6486,Sun Dec 17 16:00:00 +0000 2017,0.765,0.235,@FoxNews,0.0,"Autopsies underway for Canadian billionaires found dead, family slams reports of murder-suicide as 'irresponsible' https://t.co/m5x1yh4lVj",13
-0.1144,Sun Dec 17 15:57:33 +0000 2017,0.774,0.122,@FoxNews,0.104,"A.B. Stoddard: ""The president should not attack the FBI. He is the Commander in Chief and attacking his own institu… https://t.co/7JBdbdnI3k",14
-0.5719,Sun Dec 17 15:50:00 +0000 2017,0.749,0.251,@FoxNews,0.0,Mnuchin says 'no doubt' Congress will pass tax reform bill this week (via @josephweber19 @FoxNewsSunday)… https://t.co/5NJIevMla7,15
0.4215,Sun Dec 17 15:45:04 +0000 2017,0.859,0.0,@FoxNews,0.141,".@DrDarrinPorcher: ""Rooting against the president is equivalent to getting on an airplane and hoping that the plane… https://t.co/6O8MYTWsCm",16
0.5267,Sun Dec 17 15:45:00 +0000 2017,0.848,0.0,@FoxNews,0.152,".@DarrellIssa: ""We've got to cleanup... the standards at the FBI and Department of Justice. Get the politics out of… https://t.co/33pmcjj8z6",17
-0.1531,Sun Dec 17 15:38:55 +0000 2017,0.696,0.187,@FoxNews,0.117,OPINION: @GreggJarrett: Special Counsel Robert Mueller is accused of acting in complete disregard for the law and m… https://t.co/tmdkR044k0,18
0.2057,Sun Dec 17 15:35:00 +0000 2017,0.904,0.0,@FoxNews,0.096,".@KarlRove: ""We don't need to cut the spending, we simply need to restrain it's future growth."" #SundayFutures… https://t.co/kkCUvVyDNw",19
-0.6597,Sun Dec 17 17:41:19 +0000 2017,0.694,0.306,@FoxNews,0.0,'Batman' Actor Christian Bale: Trump's America Is 'A Genuine Tragedy' https://t.co/uqPhXJXh1A,20
0.0,Sun Dec 17 17:28:40 +0000 2017,1.0,0.0,@FoxNews,0.0,"'Take Them Out In Cuffs': Pirro Doubles Down on FBI 'Consigliere' McCabe, Agent Strzok https://t.co/EN47t2eTAh",21
0.0,Sun Dec 17 17:26:01 +0000 2017,1.0,0.0,@FoxNews,0.0,".@AmbJohnBolton: ""I think the fact that Secretary Tillerson is still talking about the possibility of negotiation w… https://t.co/7VstYKL2VD",22
0.0,Sun Dec 17 17:22:14 +0000 2017,1.0,0.0,@FoxNews,0.0,"Trump, Putin Spoke Today via Phone https://t.co/TImDRmbx4p",23
0.3612,Sun Dec 17 17:15:00 +0000 2017,0.872,0.0,@FoxNews,0.128,"Jones supports DACA, says it’s time for GOP opponent Roy Moore to ‘move on’ (via @josephweber19 @FoxNewsSunday)… https://t.co/CML6eL5pMN",24
-0.5994,Sun Dec 17 17:07:07 +0000 2017,0.719,0.281,@FoxNews,0.0,North Koreans mark 6th anniversary of Kim Jong Il's death https://t.co/zrIsFOn1Fq,25
-0.4404,Sun Dec 17 17:01:20 +0000 2017,0.805,0.195,@FoxNews,0.0,An airline lounge denied this woman access because she was wearing Uggs https://t.co/Pc9ehPKL4u,26
0.0,Sun Dec 17 16:47:01 +0000 2017,1.0,0.0,@FoxNews,0.0,".@DrDarrinPorcher on @POTUS: ""We've been getting kicked around for years and years and it's about time that someone… https://t.co/kkTCLk3BcV",27
0.0,Sun Dec 17 16:40:04 +0000 2017,1.0,0.0,@FoxNews,0.0,".@gen_jackkeane: ""The Trump administration is returning America to its leadership role as the indispensable nation… https://t.co/e2zSqSStb2",28
0.0,Sun Dec 17 16:33:05 +0000 2017,1.0,0.0,@FoxNews,0.0,A sailor meets his child for the first time following the guided-missile cruiser USS Vella Gulf's (CG 72) return to… https://t.co/mqEIhMOZV4,29
0.5719,Sun Dec 17 16:30:57 +0000 2017,0.63,0.0,@FoxNews,0.37,"Boy, 9, locks himself in safe while playing hide-and-seek https://t.co/2nDSbwuxNe",30
0.0,Sun Dec 17 16:17:05 +0000 2017,1.0,0.0,@FoxNews,0.0,".@RepDeSantis: ""The question is, what was the FBI doing to inject itself into the campaign?"" https://t.co/SYgcBSDZK5",31
0.4939,Sun Dec 17 16:08:03 +0000 2017,0.849,0.0,@FoxNews,0.151,".@RepTimRyan: ""We have a decrease in taxes for the wealthiest and we're going to borrow about two trillion dollars.… https://t.co/msyM7a3vDZ",32
-0.6486,Sun Dec 17 16:00:00 +0000 2017,0.765,0.235,@FoxNews,0.0,"Autopsies underway for Canadian billionaires found dead, family slams reports of murder-suicide as 'irresponsible' https://t.co/m5x1yh4lVj",33
-0.1144,Sun Dec 17 15:57:33 +0000 2017,0.774,0.122,@FoxNews,0.104,"A.B. Stoddard: ""The president should not attack the FBI. He is the Commander in Chief and attacking his own institu… https://t.co/7JBdbdnI3k",34
-0.5719,Sun Dec 17 15:50:00 +0000 2017,0.749,0.251,@FoxNews,0.0,Mnuchin says 'no doubt' Congress will pass tax reform bill this week (via @josephweber19 @FoxNewsSunday)… https://t.co/5NJIevMla7,35
0.4215,Sun Dec 17 15:45:04 +0000 2017,0.859,0.0,@FoxNews,0.141,".@DrDarrinPorcher: ""Rooting against the president is equivalent to getting on an airplane and hoping that the plane… https://t.co/6O8MYTWsCm",36
0.5267,Sun Dec 17 15:45:00 +0000 2017,0.848,0.0,@FoxNews,0.152,".@DarrellIssa: ""We've got to cleanup... the standards at the FBI and Department of Justice. Get the politics out of… https://t.co/33pmcjj8z6",37
-0.1531,Sun Dec 17 15:38:55 +0000 2017,0.696,0.187,@FoxNews,0.117,OPINION: @GreggJarrett: Special Counsel Robert Mueller is accused of acting in complete disregard for the law and m… https://t.co/tmdkR044k0,38
0.2057,Sun Dec 17 15:35:00 +0000 2017,0.904,0.0,@FoxNews,0.096,".@KarlRove: ""We don't need to cut the spending, we simply need to restrain it's future growth."" #SundayFutures… https://t.co/kkCUvVyDNw",39
-0.6597,Sun Dec 17 17:41:19 +0000 2017,0.694,0.306,@FoxNews,0.0,'Batman' Actor Christian Bale: Trump's America Is 'A Genuine Tragedy' https://t.co/uqPhXJXh1A,40
0.0,Sun Dec 17 17:28:40 +0000 2017,1.0,0.0,@FoxNews,0.0,"'Take Them Out In Cuffs': Pirro Doubles Down on FBI 'Consigliere' McCabe, Agent Strzok https://t.co/EN47t2eTAh",41
0.0,Sun Dec 17 17:26:01 +0000 2017,1.0,0.0,@FoxNews,0.0,".@AmbJohnBolton: ""I think the fact that Secretary Tillerson is still talking about the possibility of negotiation w… https://t.co/7VstYKL2VD",42
0.0,Sun Dec 17 17:22:14 +0000 2017,1.0,0.0,@FoxNews,0.0,"Trump, Putin Spoke Today via Phone https://t.co/TImDRmbx4p",43
0.3612,Sun Dec 17 17:15:00 +0000 2017,0.872,0.0,@FoxNews,0.128,"Jones supports DACA, says it’s time for GOP opponent Roy Moore to ‘move on’ (via @josephweber19 @FoxNewsSunday)… https://t.co/CML6eL5pMN",44
-0.5994,Sun Dec 17 17:07:07 +0000 2017,0.719,0.281,@FoxNews,0.0,North Koreans mark 6th anniversary of Kim Jong Il's death https://t.co/zrIsFOn1Fq,45
-0.4404,Sun Dec 17 17:01:20 +0000 2017,0.805,0.195,@FoxNews,0.0,An airline lounge denied this woman access because she was wearing Uggs https://t.co/Pc9ehPKL4u,46
0.0,Sun Dec 17 16:47:01 +0000 2017,1.0,0.0,@FoxNews,0.0,".@DrDarrinPorcher on @POTUS: ""We've been getting kicked around for years and years and it's about time that someone… https://t.co/kkTCLk3BcV",47
0.0,Sun Dec 17 16:40:04 +0000 2017,1.0,0.0,@FoxNews,0.0,".@gen_jackkeane: ""The Trump administration is returning America to its leadership role as the indispensable nation… https://t.co/e2zSqSStb2",48
0.0,Sun Dec 17 16:33:05 +0000 2017,1.0,0.0,@FoxNews,0.0,A sailor meets his child for the first time following the guided-missile cruiser USS Vella Gulf's (CG 72) return to… https://t.co/mqEIhMOZV4,49
0.5719,Sun Dec 17 16:30:57 +0000 2017,0.63,0.0,@FoxNews,0.37,"Boy, 9, locks himself in safe while playing hide-and-seek https://t.co/2nDSbwuxNe",50
0.0,Sun Dec 17 16:17:05 +0000 2017,1.0,0.0,@FoxNews,0.0,".@RepDeSantis: ""The question is, what was the FBI doing to inject itself into the campaign?"" https://t.co/SYgcBSDZK5",51
0.4939,Sun Dec 17 16:08:03 +0000 2017,0.849,0.0,@FoxNews,0.151,".@RepTimRyan: ""We have a decrease in taxes for the wealthiest and we're going to borrow about two trillion dollars.… https://t.co/msyM7a3vDZ",52
-0.6486,Sun Dec 17 16:00:00 +0000 2017,0.765,0.235,@FoxNews,0.0,"Autopsies underway for Canadian billionaires found dead, family slams reports of murder-suicide as 'irresponsible' https://t.co/m5x1yh4lVj",53
-0.1144,Sun Dec 17 15:57:33 +0000 2017,0.774,0.122,@FoxNews,0.104,"A.B. Stoddard: ""The president should not attack the FBI. He is the Commander in Chief and attacking his own institu… https://t.co/7JBdbdnI3k",54
-0.5719,Sun Dec 17 15:50:00 +0000 2017,0.749,0.251,@FoxNews,0.0,Mnuchin says 'no doubt' Congress will pass tax reform bill this week (via @josephweber19 @FoxNewsSunday)… https://t.co/5NJIevMla7,55
0.4215,Sun Dec 17 15:45:04 +0000 2017,0.859,0.0,@FoxNews,0.141,".@DrDarrinPorcher: ""Rooting against the president is equivalent to getting on an airplane and hoping that the plane… https://t.co/6O8MYTWsCm",56
0.5267,Sun Dec 17 15:45:00 +0000 2017,0.848,0.0,@FoxNews,0.152,".@DarrellIssa: ""We've got to cleanup... the standards at the FBI and Department of Justice. Get the politics out of… https://t.co/33pmcjj8z6",57
-0.1531,Sun Dec 17 15:38:55 +0000 2017,0.696,0.187,@FoxNews,0.117,OPINION: @GreggJarrett: Special Counsel Robert Mueller is accused of acting in complete disregard for the law and m… https://t.co/tmdkR044k0,58
0.2057,Sun Dec 17 15:35:00 +0000 2017,0.904,0.0,@FoxNews,0.096,".@KarlRove: ""We don't need to cut the spending, we simply need to restrain it's future growth."" #SundayFutures… https://t.co/kkCUvVyDNw",59
-0.6597,Sun Dec 17 17:41:19 +0000 2017,0.694,0.306,@FoxNews,0.0,'Batman' Actor Christian Bale: Trump's America Is 'A Genuine Tragedy' https://t.co/uqPhXJXh1A,60
0.0,Sun Dec 17 17:28:40 +0000 2017,1.0,0.0,@FoxNews,0.0,"'Take Them Out In Cuffs': Pirro Doubles Down on FBI 'Consigliere' McCabe, Agent Strzok https://t.co/EN47t2eTAh",61
0.0,Sun Dec 17 17:26:01 +0000 2017,1.0,0.0,@FoxNews,0.0,".@AmbJohnBolton: ""I think the fact that Secretary Tillerson is still talking about the possibility of negotiation w… https://t.co/7VstYKL2VD",62
0.0,Sun Dec 17 17:22:14 +0000 2017,1.0,0.0,@FoxNews,0.0,"Trump, Putin Spoke Today via Phone https://t.co/TImDRmbx4p",63
0.3612,Sun Dec 17 17:15:00 +0000 2017,0.872,0.0,@FoxNews,0.128,"Jones supports DACA, says it’s time for GOP opponent Roy Moore to ‘move on’ (via @josephweber19 @FoxNewsSunday)… https://t.co/CML6eL5pMN",64
-0.5994,Sun Dec 17 17:07:07 +0000 2017,0.719,0.281,@FoxNews,0.0,North Koreans mark 6th anniversary of Kim Jong Il's death https://t.co/zrIsFOn1Fq,65
-0.4404,Sun Dec 17 17:01:20 +0000 2017,0.805,0.195,@FoxNews,0.0,An airline lounge denied this woman access because she was wearing Uggs https://t.co/Pc9ehPKL4u,66
0.0,Sun Dec 17 16:47:01 +0000 2017,1.0,0.0,@FoxNews,0.0,".@DrDarrinPorcher on @POTUS: ""We've been getting kicked around for years and years and it's about time that someone… https://t.co/kkTCLk3BcV",67
0.0,Sun Dec 17 16:40:04 +0000 2017,1.0,0.0,@FoxNews,0.0,".@gen_jackkeane: ""The Trump administration is returning America to its leadership role as the indispensable nation… https://t.co/e2zSqSStb2",68
0.0,Sun Dec 17 16:33:05 +0000 2017,1.0,0.0,@FoxNews,0.0,A sailor meets his child for the first time following the guided-missile cruiser USS Vella Gulf's (CG 72) return to… https://t.co/mqEIhMOZV4,69
0.5719,Sun Dec 17 16:30:57 +0000 2017,0.63,0.0,@FoxNews,0.37,"Boy, 9, locks himself in safe while playing hide-and-seek https://t.co/2nDSbwuxNe",70
0.0,Sun Dec 17 16:17:05 +0000 2017,1.0,0.0,@FoxNews,0.0,".@RepDeSantis: ""The question is, what was the FBI doing to inject itself into the campaign?"" https://t.co/SYgcBSDZK5",71
0.4939,Sun Dec 17 16:08:03 +0000 2017,0.849,0.0,@FoxNews,0.151,".@RepTimRyan: ""We have a decrease in taxes for the wealthiest and we're going to borrow about two trillion dollars.… https://t.co/msyM7a3vDZ",72
-0.6486,Sun Dec 17 16:00:00 +0000 2017,0.765,0.235,@FoxNews,0.0,"Autopsies underway for Canadian billionaires found dead, family slams reports of murder-suicide as 'irresponsible' https://t.co/m5x1yh4lVj",73
-0.1144,Sun Dec 17 15:57:33 +0000 2017,0.774,0.122,@FoxNews,0.104,"A.B. Stoddard: ""The president should not attack the FBI. He is the Commander in Chief and attacking his own institu… https://t.co/7JBdbdnI3k",74
-0.5719,Sun Dec 17 15:50:00 +0000 2017,0.749,0.251,@FoxNews,0.0,Mnuchin says 'no doubt' Congress will pass tax reform bill this week (via @josephweber19 @FoxNewsSunday)… https://t.co/5NJIevMla7,75
0.4215,Sun Dec 17 15:45:04 +0000 2017,0.859,0.0,@FoxNews,0.141,".@DrDarrinPorcher: ""Rooting against the president is equivalent to getting on an airplane and hoping that the plane… https://t.co/6O8MYTWsCm",76
0.5267,Sun Dec 17 15:45:00 +0000 2017,0.848,0.0,@FoxNews,0.152,".@DarrellIssa: ""We've got to cleanup... the standards at the FBI and Department of Justice. Get the politics out of… https://t.co/33pmcjj8z6",77
-0.1531,Sun Dec 17 15:38:55 +0000 2017,0.696,0.187,@FoxNews,0.117,OPINION: @GreggJarrett: Special Counsel Robert Mueller is accused of acting in complete disregard for the law and m… https://t.co/tmdkR044k0,78
0.2057,Sun Dec 17 15:35:00 +0000 2017,0.904,0.0,@FoxNews,0.096,".@KarlRove: ""We don't need to cut the spending, we simply need to restrain it's future growth."" #SundayFutures… https://t.co/kkCUvVyDNw",79
-0.6597,Sun Dec 17 17:41:19 +0000 2017,0.694,0.306,@FoxNews,0.0,'Batman' Actor Christian Bale: Trump's America Is 'A Genuine Tragedy' https://t.co/uqPhXJXh1A,80
0.0,Sun Dec 17 17:28:40 +0000 2017,1.0,0.0,@FoxNews,0.0,"'Take Them Out In Cuffs': Pirro Doubles Down on FBI 'Consigliere' McCabe, Agent Strzok https://t.co/EN47t2eTAh",81
0.0,Sun Dec 17 17:26:01 +0000 2017,1.0,0.0,@FoxNews,0.0,".@AmbJohnBolton: ""I think the fact that Secretary Tillerson is still talking about the possibility of negotiation w… https://t.co/7VstYKL2VD",82
0.0,Sun Dec 17 17:22:14 +0000 2017,1.0,0.0,@FoxNews,0.0,"Trump, Putin Spoke Today via Phone https://t.co/TImDRmbx4p",83
0.3612,Sun Dec 17 17:15:00 +0000 2017,0.872,0.0,@FoxNews,0.128,"Jones supports DACA, says it’s time for GOP opponent Roy Moore to ‘move on’ (via @josephweber19 @FoxNewsSunday)… https://t.co/CML6eL5pMN",84
-0.5994,Sun Dec 17 17:07:07 +0000 2017,0.719,0.281,@FoxNews,0.0,North Koreans mark 6th anniversary of Kim Jong Il's death https://t.co/zrIsFOn1Fq,85
-0.4404,Sun Dec 17 17:01:20 +0000 2017,0.805,0.195,@FoxNews,0.0,An airline lounge denied this woman access because she was wearing Uggs https://t.co/Pc9ehPKL4u,86
0.0,Sun Dec 17 16:47:01 +0000 2017,1.0,0.0,@FoxNews,0.0,".@DrDarrinPorcher on @POTUS: ""We've been getting kicked around for years and years and it's about time that someone… https://t.co/kkTCLk3BcV",87
0.0,Sun Dec 17 16:40:04 +0000 2017,1.0,0.0,@FoxNews,0.0,".@gen_jackkeane: ""The Trump administration is returning America to its leadership role as the indispensable nation… https://t.co/e2zSqSStb2",88
0.0,Sun Dec 17 16:33:05 +0000 2017,1.0,0.0,@FoxNews,0.0,A sailor meets his child for the first time following the guided-missile cruiser USS Vella Gulf's (CG 72) return to… https://t.co/mqEIhMOZV4,89
0.5719,Sun Dec 17 16:30:57 +0000 2017,0.63,0.0,@FoxNews,0.37,"Boy, 9, locks himself in safe while playing hide-and-seek https://t.co/2nDSbwuxNe",90
0.0,Sun Dec 17 16:17:05 +0000 2017,1.0,0.0,@FoxNews,0.0,".@RepDeSantis: ""The question is, what was the FBI doing to inject itself into the campaign?"" https://t.co/SYgcBSDZK5",91
0.4939,Sun Dec 17 16:08:03 +0000 2017,0.849,0.0,@FoxNews,0.151,".@RepTimRyan: ""We have a decrease in taxes for the wealthiest and we're going to borrow about two trillion dollars.… https://t.co/msyM7a3vDZ",92
-0.6486,Sun Dec 17 16:00:00 +0000 2017,0.765,0.235,@FoxNews,0.0,"Autopsies underway for Canadian billionaires found dead, family slams reports of murder-suicide as 'irresponsible' https://t.co/m5x1yh4lVj",93
-0.1144,Sun Dec 17 15:57:33 +0000 2017,0.774,0.122,@FoxNews,0.104,"A.B. Stoddard: ""The president should not attack the FBI. He is the Commander in Chief and attacking his own institu… https://t.co/7JBdbdnI3k",94
-0.5719,Sun Dec 17 15:50:00 +0000 2017,0.749,0.251,@FoxNews,0.0,Mnuchin says 'no doubt' Congress will pass tax reform bill this week (via @josephweber19 @FoxNewsSunday)… https://t.co/5NJIevMla7,95
0.4215,Sun Dec 17 15:45:04 +0000 2017,0.859,0.0,@FoxNews,0.141,".@DrDarrinPorcher: ""Rooting against the president is equivalent to getting on an airplane and hoping that the plane… https://t.co/6O8MYTWsCm",96
0.5267,Sun Dec 17 15:45:00 +0000 2017,0.848,0.0,@FoxNews,0.152,".@DarrellIssa: ""We've got to cleanup... the standards at the FBI and Department of Justice. Get the politics out of… https://t.co/33pmcjj8z6",97
-0.1531,Sun Dec 17 15:38:55 +0000 2017,0.696,0.187,@FoxNews,0.117,OPINION: @GreggJarrett: Special Counsel Robert Mueller is accused of acting in complete disregard for the law and m… https://t.co/tmdkR044k0,98
0.2057,Sun Dec 17 15:35:00 +0000 2017,0.904,0.0,@FoxNews,0.096,".@KarlRove: ""We don't need to cut the spending, we simply need to restrain it's future growth."" #SundayFutures… https://t.co/kkCUvVyDNw",99
-0.6597,Sun Dec 17 17:41:19 +0000 2017,0.694,0.306,@FoxNews,0.0,'Batman' Actor Christian Bale: Trump's America Is 'A Genuine Tragedy' https://t.co/uqPhXJXh1A,100
0.0,Sun Dec 17 17:28:40 +0000 2017,1.0,0.0,@FoxNews,0.0,"'Take Them Out In Cuffs': Pirro Doubles Down on FBI 'Consigliere' McCabe, Agent Strzok https://t.co/EN47t2eTAh",101
0.0,Sun Dec 17 17:26:01 +0000 2017,1.0,0.0,@FoxNews,0.0,".@AmbJohnBolton: ""I think the fact that Secretary Tillerson is still talking about the possibility of negotiation w… https://t.co/7VstYKL2VD",102
0.0,Sun Dec 17 17:22:14 +0000 2017,1.0,0.0,@FoxNews,0.0,"Trump, Putin Spoke Today via Phone https://t.co/TImDRmbx4p",103
0.3612,Sun Dec 17 17:15:00 +0000 2017,0.872,0.0,@FoxNews,0.128,"Jones supports DACA, says it’s time for GOP opponent Roy Moore to ‘move on’ (via @josephweber19 @FoxNewsSunday)… https://t.co/CML6eL5pMN",104
-0.5994,Sun Dec 17 17:07:07 +0000 2017,0.719,0.281,@FoxNews,0.0,North Koreans mark 6th anniversary of Kim Jong Il's death https://t.co/zrIsFOn1Fq,105
-0.4404,Sun Dec 17 17:01:20 +0000 2017,0.805,0.195,@FoxNews,0.0,An airline lounge denied this woman access because she was wearing Uggs https://t.co/Pc9ehPKL4u,106
0.0,Sun Dec 17 16:47:01 +0000 2017,1.0,0.0,@FoxNews,0.0,".@DrDarrinPorcher on @POTUS: ""We've been getting kicked around for years and years and it's about time that someone… https://t.co/kkTCLk3BcV",107
0.0,Sun Dec 17 16:40:04 +0000 2017,1.0,0.0,@FoxNews,0.0,".@gen_jackkeane: ""The Trump administration is returning America to its leadership role as the indispensable nation… https://t.co/e2zSqSStb2",108
0.0,Sun Dec 17 16:33:05 +0000 2017,1.0,0.0,@FoxNews,0.0,A sailor meets his child for the first time following the guided-missile cruiser USS Vella Gulf's (CG 72) return to… https://t.co/mqEIhMOZV4,109
0.5719,Sun Dec 17 16:30:57 +0000 2017,0.63,0.0,@FoxNews,0.37,"Boy, 9, locks himself in safe while playing hide-and-seek https://t.co/2nDSbwuxNe",110
0.0,Sun Dec 17 16:17:05 +0000 2017,1.0,0.0,@FoxNews,0.0,".@RepDeSantis: ""The question is, what was the FBI doing to inject itself into the campaign?"" https://t.co/SYgcBSDZK5",111
0.4939,Sun Dec 17 16:08:03 +0000 2017,0.849,0.0,@FoxNews,0.151,".@RepTimRyan: ""We have a decrease in taxes for the wealthiest and we're going to borrow about two trillion dollars.… https://t.co/msyM7a3vDZ",112
-0.6486,Sun Dec 17 16:00:00 +0000 2017,0.765,0.235,@FoxNews,0.0,"Autopsies underway for Canadian billionaires found dead, family slams reports of murder-suicide as 'irresponsible' https://t.co/m5x1yh4lVj",113
-0.1144,Sun Dec 17 15:57:33 +0000 2017,0.774,0.122,@FoxNews,0.104,"A.B. Stoddard: ""The president should not attack the FBI. He is the Commander in Chief and attacking his own institu… https://t.co/7JBdbdnI3k",114
-0.5719,Sun Dec 17 15:50:00 +0000 2017,0.749,0.251,@FoxNews,0.0,Mnuchin says 'no doubt' Congress will pass tax reform bill this week (via @josephweber19 @FoxNewsSunday)… https://t.co/5NJIevMla7,115
0.4215,Sun Dec 17 15:45:04 +0000 2017,0.859,0.0,@FoxNews,0.141,".@DrDarrinPorcher: ""Rooting against the president is equivalent to getting on an airplane and hoping that the plane… https://t.co/6O8MYTWsCm",116
0.5267,Sun Dec 17 15:45:00 +0000 2017,0.848,0.0,@FoxNews,0.152,".@DarrellIssa: ""We've got to cleanup... the standards at the FBI and Department of Justice. Get the politics out of… https://t.co/33pmcjj8z6",117
-0.1531,Sun Dec 17 15:38:55 +0000 2017,0.696,0.187,@FoxNews,0.117,OPINION: @GreggJarrett: Special Counsel Robert Mueller is accused of acting in complete disregard for the law and m… https://t.co/tmdkR044k0,118
0.2057,Sun Dec 17 15:35:00 +0000 2017,0.904,0.0,@FoxNews,0.096,".@KarlRove: ""We don't need to cut the spending, we simply need to restrain it's future growth."" #SundayFutures… https://t.co/kkCUvVyDNw",119
-0.6597,Sun Dec 17 17:41:19 +0000 2017,0.694,0.306,@FoxNews,0.0,'Batman' Actor Christian Bale: Trump's America Is 'A Genuine Tragedy' https://t.co/uqPhXJXh1A,120
0.0,Sun Dec 17 17:28:40 +0000 2017,1.0,0.0,@FoxNews,0.0,"'Take Them Out In Cuffs': Pirro Doubles Down on FBI 'Consigliere' McCabe, Agent Strzok https://t.co/EN47t2eTAh",121
0.0,Sun Dec 17 17:26:01 +0000 2017,1.0,0.0,@FoxNews,0.0,".@AmbJohnBolton: ""I think the fact that Secretary Tillerson is still talking about the possibility of negotiation w… https://t.co/7VstYKL2VD",122
0.0,Sun Dec 17 17:22:14 +0000 2017,1.0,0.0,@FoxNews,0.0,"Trump, Putin Spoke Today via Phone https://t.co/TImDRmbx4p",123
0.3612,Sun Dec 17 17:15:00 +0000 2017,0.872,0.0,@FoxNews,0.128,"Jones supports DACA, says it’s time for GOP opponent Roy Moore to ‘move on’ (via @josephweber19 @FoxNewsSunday)… https://t.co/CML6eL5pMN",124
-0.5994,Sun Dec 17 17:07:07 +0000 2017,0.719,0.281,@FoxNews,0.0,North Koreans mark 6th anniversary of Kim Jong Il's death https://t.co/zrIsFOn1Fq,125
-0.4404,Sun Dec 17 17:01:20 +0000 2017,0.805,0.195,@FoxNews,0.0,An airline lounge denied this woman access because she was wearing Uggs https://t.co/Pc9ehPKL4u,126
0.0,Sun Dec 17 16:47:01 +0000 2017,1.0,0.0,@FoxNews,0.0,".@DrDarrinPorcher on @POTUS: ""We've been getting kicked around for years and years and it's about time that someone… https://t.co/kkTCLk3BcV",127
0.0,Sun Dec 17 16:40:04 +0000 2017,1.0,0.0,@FoxNews,0.0,".@gen_jackkeane: ""The Trump administration is returning America to its leadership role as the indispensable nation… https://t.co/e2zSqSStb2",128
